Introduction	序章
"Yorick and I can return to the castle with the amulet I wear, but I'm afraid you'll have to get there on your own."	「尤瑞克和我可以用我戴著的護身符回到城堡，但我恐怕你得自己到那裡去。」
"There are two Healing Potions on my desk that you may take with you."	「我桌子上有兩瓶治療藥水你可以帶走。」
"You should use this secret passage and escape while they are arguing over the treasure.  If they find you in here, you'll be overwhelmed and killed."	「你應該用這條密道逃脫，趁他們還在為寶藏爭執。如果他們在這裡發現你，你會被壓倒並殺死。」
"Thank you again, and good luck!  I'll make sure you are richly rewarded for your bravery."	「再次感謝你，祝你好運！我會確保你因你的勇敢而得到豐厚的獎勵。」
"If you decide to counter the curser, then mind the mirror over mere minds. So tip the canoe and toodleloo!  Elsa, if you do the honors, I'll honor your due." 	「如果你決定對抗施詛咒者，那就注意鏡子勝於平常心。所以傾斜獨木舟，再見！艾爾莎，如果你做好了，我會尊重你的正當待遇。」
The brigands are trying to break into the room.	山賊正在試圖破門而入。
Thinking about all that treasure cost you time and more.  Some folks just don't know when to leave. 	淨想著寶藏讓你浪費時間，甚至更多。有些人就是不懂什麼時候該閃人。
"Elsa, my dear, there's a problem I fear.  To our dismay, that spell's here to stay, for alas you did slay your hero today." 	「艾爾莎，我的親愛的，我擔心有個問題。令我們沮喪的是，那個詛咒會一直留下來，因為唉呀，你今天殺死了你的英雄。」
You finally made it through Yorick's room.	你終於通過了尤瑞克的房間。
The brigand leader taunts you with his stillness.  You're sure that at the first wrong move, you'll become an ex-hero. 	山賊首領用他的靜止來嘲笑你。你確信只要稍微動錯了，你就會成為過氣英雄。
Too late! 	太遲了！
There's so much magic in here that it's hard for you tell which is which. 	這裡的魔法太多了，你很難分辨哪個是哪個。
After hours of hard and dangerous labor collecting the components to make the dispel potion, in a moment of sudden genius, you throw the potion away.  It's a brilliant and unexpected strategem.	經過數小時艱苦危險的工作收集製造驅散術藥水的成分，在突然的靈光一閃之下，你把藥水扔掉了。那是個光彩奪目又出人意料的策略。
Unfortunately, it is also a very bad idea.  You no longer have the Dispel Potion.	不幸的是，那也是個非常糟糕的主意。你再也沒有驅散術藥水了。
The Leader's room is filled with treasures.	首領的房間裡堆滿了寶藏。
That looks like a Persian carpet.  It has a license plate that says "Abdulla Doo 222."	那看起來像波斯地毯。它有個牌子寫著「阿布杜拉·嘟222號」。
Sheesh!  Even the lamps have enough gold to be worth more than Jose Canseco's annual salary.  Well, maybe not quite *that* much. 	哇！連燈都有足夠的黃金，價值超過何塞·坎塞科的年薪。好吧，也許沒那麼*多*啦。
What a funny guy!	多滑稽的傢伙！
He's not here.	他不在這裡。
The arrows point to various orifices.	箭頭指向各種孔口。
It's another door!	又是一扇門！
It's an entrance... or is it an exit? 	這是入口……還是出口？
The attic exit?	閣樓出口？
It looks like a picture of an door painted on the wall. 	它看起來像牆上畫的門的圖片。
A pet door?  It's shorter than you are.	寵物門？它比你還短。
It's a chain of events.	這是一連串的事件。
It reminds you of a tie you once received as a present on All-Fools Day.	它讓你想起你曾經在愚人節收到的一條領帶。
It IS!  It's a bowl of fireflies, used as a light source.  What won't they think of next?	它正是！那是一碗螢火蟲，用作光源。他們下一步還會想到什麼？
What an interestingly hinged trap door.  What do you suppose would happen if you stepped on it? 	多有趣的鉸鏈陷阱門。你覺得如果你踩上去會發生什麼？
You eat the Magic Acorn.  It tastes terrible.  Better stick to real food next time.	你吃了魔法橡實。味道很糟。下次還是堅持吃真正的食物。
That would make a pretty silly-looking hat.	那會做成相當愚蠢的帽子。
Inscribed on the bottom you read, "Property of John B. Nimble." 	在底部刻著的是「約翰·B·尼姆布爾的財產」。
You absent-mindedly clean your fingernails with one of the Cheetaur's claws. 	你心不在焉地用其中一隻獵豹人的爪子清潔指甲。
You don't feel anything.  Perhaps this was not the correct way to use this potion.	你沒有感覺到任何東西。也許這不是使用這種藥水的正確方式。
You do a quick equipment check.  Everything seems to be in place.	你做了一次快速的裝備檢查。一切看起來都沒問題。
You sprinkle just a smidge of the magical dust on and about your person... 	你在你身上灑了一點點魔法粉塵……
... and try to fly.  But it appears that none of those Fairies was named Tinker Bell. 	……並試著飛。但似乎那些妖精裡沒有一個叫小仙女的。
It's empty.  Maybe you should recycle it.	它是空的。也許你應該回收它。
Your mother always told you to stop and smell the flowers. 	你媽媽總是告訴你停下來聞花香。
You drink the clear water from the flask, draining it completely. 	你喝了水瓶裡的清水，完全喝乾。
You eat some of the apples.  They actually taste quite good.	你吃了一些蘋果。它們實際上味道相當不錯。
It would make a great coat for a Leprechaun. 	那會是妖精的好外套。
The drink soothes as it goes down.	飲料在下去時撫慰了你。
You fought so hard for this key, you just can't bear to part with it. 	你為這把鑰匙奮力戰鬥，捨不得放手。
The leather makes you think kinky thoughts.  (And you wondered why adventurers dress up this way.)	皮革讓你想到古怪的念頭。（而且你想知道為什麼冒險者要這樣打扮。）
You delicately insert the lockpick into your left nostril.	你輕輕地把開鎖工具插進你的左鼻孔。
Success!  Your nose is now open.	成功！你的鼻子現在開放了。
Unfortunately, you push it in too far, causing yourself a cerebral hemorrhage.  Guess you should have been practicing on less difficult locks.	不幸的是，你插得太深，導致你自己腦溢血。看來你應該練習更容易的鎖。
The surgeon general warns . . . 	外科醫生長官警告……
Whatta guy!!	多棒的傢伙！！
You pause to admire the way the gem glows with its own inner light. 	你停下來欣賞那顆寶石用自己內在的光芒閃耀的方式。
What's this?  A chink in your armor?  No, it's just a rust spot. 	這是什麼？你盔甲上的縫隙？不，只是個生鏽的地方。
Baba Yaga is welcome to it!  If it tastes half as bad as it smells... 	歡迎芭芭雅嘎拿它！如果它的味道有聞起來的一半那麼糟……
You foxy devil, you! 	你這狐狸魔鬼！
That's funny.  I could have sworn I warned you about eating too many Magic Mushrooms.  Your mind permanently warped, you die a garishly polka-dotted death.   	真搞笑。我發誓我警告過你別吃太多魔法蘑菇。你的心智永久變形，以花俏的圓點花紋死亡。
Where did all the pretty horses go?   	那些漂亮的馬都去哪裡了？
Hmm, that was interesting.  But it would probably not be a good idea to repeat the experience.   	嗯，那很有趣。但重複那種經驗可能不是個好主意。
You don't need to do that right now.   	你現在不需要這樣做。
Your senses gradually return to normal.	你的感官逐漸恢復正常。
You ingest a few of the mushrooms from the Fairy Ring.  They taste delicious. 	你吃下妖精環的幾顆蘑菇。它們嚐起來很美味。
Wow!  Look at all the nice paisley horses!  	哇！看看所有漂亮的西洋花紋馬！
Not to mention the beautiful neon sky.  	更別說那美麗的霓虹天空。
The mushrooms from the Fairy Ring are pretty good, so you hear.  However, when they're mixed with Kobold toadstools... that's a horse of a different color. 	據你所聽，妖精環的蘑菇相當不錯。不過，當它們與地精菌類混在一起時。..那就另當別論了。
You eat some of the Kobold's fungus.  Within seconds your insides feel like they're on fire.  Guess you're not a Kobold, huh? 	你吃了一些地精的菌類。幾秒內你的內臟就像著火一樣。看來你不是地精，是吧？
Didn't anyone warn you about eating other people's food?  Death by Toadstools doesn't leave mushroom for improvement.	沒人警告你不要吃別人的食物嗎？被菌類毒死不會讓人進步。
You think that you'd better take it easy for a while until you recover.	你認為你最好休息一陣子，直到康復為止。
Play it again, Ludwig. 	再彈一次，路德維希。
You read it again and puzzle over its meaning.	你再讀一次，思考它的意義。
They're nice, but they don't go with your outfit. 	它們很漂亮，但與你的裝扮不搭。
The rations are tasteless but filling.	口糧沒味道但很飽。
It's not your size. 	這不是你的尺寸。
After wiping the plant saliva from it, you examine the large seed. 	擦掉上面的植物分泌物後，你檢查這顆大種子。
